trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
155,False,"{'a': 0.006007875, 'e': 0.39644706598896234}",20,11,8.67410990242647,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.006007875, 'e': 0.3940724020571189}",20,1,-23.85521614508431,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.006007875, 'e': 0.3917119620388139}",20,9,9.736477989186543,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.006007875, 'e': 0.38936566073474255}",20,7,-21.202161654301865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.006007875, 'e': 0.387033413455932}",20,0,5.797804299411249,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
160,False,"{'a': 0.006007875, 'e': 0.3847151360206851}",20,0,4.462236685217777,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
161,False,"{'a': 0.006007875, 'e': 0.3824107447515415}",20,4,-19.820316213769992,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.006007875, 'e': 0.38012015647225744}",35,19,-21.145648805298798,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.006007875, 'e': 0.3778432885048036}",20,0,-34.58544397546766,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
164,False,"{'a': 0.006007875, 'e': 0.37558005866638056}",35,13,-13.813588405097207,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.006007875, 'e': 0.373330385266453}",25,5,-22.13167725229461,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
166,False,"{'a': 0.006007875, 'e': 0.3710941871038006}",20,7,21.10553546957283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.006007875, 'e': 0.36887138346358733}",25,14,6.385377075959699,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.006007875, 'e': 0.3666618941144479}",30,1,-100.96598998579306,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 3}",1
169,False,"{'a': 0.006007875, 'e': 0.3644656393055923}",20,8,-16.60989187576865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.006007875, 'e': 0.3622825397639265}",25,13,10.80619919266734,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.006007875, 'e': 0.3601125166911918}",20,11,12.636982319569713,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.006007875, 'e': 0.3579554917611202}",20,0,-68.31044070844011,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.006007875, 'e': 0.35581138711660737}",30,23,-7.674853596324483,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.006007875, 'e': 0.3536801253669025}",20,2,-42.40200307896202,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
175,False,"{'a': 0.006007875, 'e': 0.3515616295848149}",20,6,2.42259732712638,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.006007875, 'e': 0.349455823303937}",20,3,1.4756638078220174,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.006007875, 'e': 0.34736263051588495}",25,13,-3.9508341409519634,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
